lake,sed.date,B2mean,B3mean,B4mean,B2max,B3max,B4max,B2min,B3min,B4min
Lake Bonney,2022-01-21,0.4802938663884677,0.45780178874012345,0.4739284180338563,0.5851110219955444,0.5922184586524963,0.6192757487297058,0.33736318349838257,0.3156777322292328,0.32244613766670227
Lake Bonney,2022-01-25,0.44230525575634827,0.4187262386900779,0.42795804608151744,0.5583984851837158,0.5384095907211304,0.5516982078552246,0.20527400076389313,0.16555574536323547,0.15770913660526276
Lake Bonney,2022-01-28,0.45731588441978244,0.44297913323348215,0.4612496226415565,0.5774028301239014,0.5699623823165894,0.5958964228630066,0.21864047646522522,0.16209612786769867,0.1356276273727417
Lake Bonney,2022-11-07,0.4129669360686026,0.3743025000078827,0.3234679710906372,0.574108362197876,0.5286698937416077,0.44977429509162903,0.28521955013275146,0.25811854004859924,0.21335628628730774
Lake Bonney,2022-11-14,0.41538588688402706,0.3780490617361012,0.31934265940544587,0.5270997285842896,0.4776258170604706,0.39465826749801636,0.2662777900695801,0.23690688610076904,0.21687082946300507
Lake Bonney,2022-11-16,0.39323945674795424,0.35226977183592767,0.30560170534935416,0.4940439760684967,0.44471514225006104,0.37877559661865234,0.2818797826766968,0.24929791688919067,0.22990939021110535
Lake Bonney,2022-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lake Bonney,2022-11-19,0.4067828833544888,0.3737306802834778,0.31728618053721247,0.5222284197807312,0.4779021441936493,0.39878055453300476,0.2553766965866089,0.22893176972866058,0.21014149487018585
Lake Bonney,2022-11-21,0.3977614820033046,0.36356471041798943,0.3062076380849869,0.5237221121788025,0.477948933839798,0.39204490184783936,0.24741600453853607,0.21438156068325043,0.19392482936382294
Lake Bonney,2022-11-23,0.4004212183687685,0.35951371252202025,0.3162753330645169,0.49044227600097656,0.4369511306285858,0.38834261894226074,0.2948482036590576,0.2595510184764862,0.24564333260059357
Lake Bonney,2022-11-28,0.40824705522801563,0.364244706350307,0.32940937957237526,0.49756374955177307,0.4418017566204071,0.4155452847480774,0.3178539574146271,0.281340092420578,0.2667863070964813
Lake Bonney,2022-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lake Bonney,2022-12-05,0.477006172440727,0.44092690782220917,0.43351169057045197,0.5563440322875977,0.5169366002082825,0.5191882848739624,0.37764936685562134,0.3495180606842041,0.3550910949707031
Lake Bonney,2022-12-11,0.48127358160398565,0.4467564793577437,0.43979021030603405,0.585493266582489,0.5496986508369446,0.5514765977859497,0.3773319721221924,0.3515327274799347,0.3577158749103546
Lake Bonney,2022-12-16,0.5361993102634312,0.5065756700083806,0.5189859493951574,0.6117942333221436,0.5756187438964844,0.601394534111023,0.3733721673488617,0.3388032019138336,0.3508508801460266
Lake Bonney,2022-12-18,0.5419050182176179,0.5162164760297543,0.5266563707761415,0.6302621364593506,0.6019125580787659,0.613506019115448,0.3552592694759369,0.3294129967689514,0.3375646770000458
